customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_value,charges_per_month,addon_count,churn_prob,risk_tier
7657-DYEPJ,1,0,0,0,12,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,89.4,1095.65,1,91.3,3,0.80685216,High
8276-MQBYC,1,1,0,0,5,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),83.15,446.05,1,89.21,1,0.88603,High
7593-XFKDI,0,0,0,0,10,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.15,811.8,1,81.18,0,0.78337336,High
0337-CNPZE,1,0,1,0,11,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.5,1056.95,1,96.09,3,0.9309405,High
1513-XNPPH,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.15,44.15,1,44.15,0,0.80032986,High
6015-VVHHE,1,0,0,0,16,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,53.9,834.15,1,52.13,2,0.42896357,Medium
6347-DCUIK,1,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Mailed check,85.45,85.45,1,85.45,1,0.9245752,High
0897-FEGMU,1,0,1,1,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,50.85,239.55,1,59.89,0,0.40606946,Medium
7663-RGWBC,1,0,0,1,1,1,0,DSL,0,0,1,0,0,1,Month-to-month,0,Electronic check,59.2,59.2,1,59.2,2,0.6948297,High
1120-BMWUB,0,0,0,0,13,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,83.2,1060.6,1,81.58,2,0.84683126,High
9124-LHCJQ,1,0,0,0,1,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,54.9,54.9,1,54.9,2,0.7847362,High
2235-ZGKPT,1,0,1,0,21,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,103.9,2254.2,1,107.34,4,0.86671126,High
3891-PUQOD,1,0,1,1,11,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.25,180.3,1,16.39,0,0.12047679,Low
0689-NKYLF,1,1,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.45,158.4,1,79.2,0,0.87424636,High
3658-KIBGF,1,1,0,0,2,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,54.85,104.2,1,52.1,2,0.6281585,High
5519-YLDGW,0,1,1,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.1,95.1,1,95.1,2,0.9597473,High
4946-EDSEW,0,0,1,0,6,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.5,438.0,1,73.0,0,0.87508667,High
2516-VQRRV,1,0,1,0,4,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,73.75,325.45,1,81.36,1,0.8850298,High
7580-UGXNC,0,0,0,0,12,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.05,1148.1,1,95.68,2,0.9111288,High
5178-LMXOP,1,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,88.95,355.2,1,88.8,2,0.8934243,High
8185-UPYBR,1,0,0,0,4,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),50.7,151.3,1,37.83,1,0.6142398,High
4585-HETAI,0,0,0,0,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),53.4,188.7,1,62.9,1,0.6392017,High
7526-BEZQB,0,1,1,0,53,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.9,5549.4,1,104.71,3,0.83498603,High
4951-UKAAQ,1,0,1,0,68,1,1,Fiber optic,0,0,0,0,1,0,One year,1,Electronic check,83.0,5685.8,1,83.61,1,0.41166887,Medium
2108-YKQTY,0,0,0,1,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,50.6,50.6,1,50.6,1,0.5233136,Medium
4918-QLLIW,0,0,0,0,10,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.5,863.1,1,86.31,2,0.86350435,High
7056-IMHCC,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.8,69.8,1,69.8,0,0.9221682,High
1625-JAIIY,0,1,1,0,51,1,1,Fiber optic,1,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),93.8,4750.95,1,93.16,3,0.6169493,High
2947-DOMLJ,0,0,1,0,24,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.05,2391.8,1,99.66,3,0.86503065,High
4112-LUEIZ,0,0,1,0,18,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.7,1687.95,1,93.78,2,0.8444219,High
4510-HIMLV,0,1,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),104.15,7689.95,1,106.8,4,0.32129684,Medium
8749-JMNKX,0,0,1,1,4,1,0,DSL,0,0,0,1,0,1,Month-to-month,0,Credit card (automatic),61.45,229.55,1,57.39,2,0.3648574,Medium
2430-USGXP,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.55,90.55,1,90.55,2,0.94210243,High
5955-ERIHD,1,0,0,0,26,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),88.8,2274.35,1,87.48,2,0.68219167,High
0917-EZOLA,0,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Mailed check,85.2,602.55,1,86.08,1,0.8298839,High
5949-EBSQK,0,1,0,0,5,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.4,449.75,1,89.95,2,0.90190727,High
7274-RTAPZ,0,0,1,0,42,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),106.15,4512.7,1,107.45,4,0.7896765,High
0311-UNPFF,1,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.3,196.95,1,49.24,0,0.6687749,High
3834-XUIFC,0,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),73.25,131.05,1,65.53,0,0.86716366,High
8414-MYSHR,0,0,1,1,8,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,51.05,415.05,1,51.88,1,0.3672976,Medium
7599-FKVXZ,1,0,1,0,9,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),85.35,754.65,1,83.85,1,0.8548026,High
8229-TNIQA,0,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.35,75.35,1,75.35,0,0.9369787,High
6221-AVQYL,0,0,0,0,43,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,75.2,3198.6,1,74.39,1,0.6549602,High
7743-EXURX,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.9,20.9,1,20.9,0,0.55032694,Medium
5569-KGJHX,0,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,43.3,123.65,1,41.22,0,0.8016344,High
4988-IQIGL,0,0,1,0,70,1,0,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),109.5,7534.65,1,107.64,6,0.53146815,Medium
7730-IUTDZ,1,1,0,0,11,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),84.8,906.85,1,82.44,1,0.84307367,High
0426-TIRNE,1,1,1,0,50,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,95.05,4888.7,1,97.77,3,0.7326539,High
7587-RZNME,0,1,0,0,5,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,50.35,237.25,1,47.45,1,0.6780795,High
0748-RDGGM,0,0,1,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.6,74.6,1,74.6,0,0.9204536,High
4706-AXVKM,0,0,0,0,16,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.7,342.4,1,21.4,0,0.25877276,Low
5889-JTMUL,1,0,0,0,15,1,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,59.45,892.65,1,59.51,2,0.59556025,Medium
9026-RNUJS,1,0,0,0,46,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Bank transfer (automatic),105.2,4822.85,1,104.84,5,0.510212,Medium
3746-EUBYR,0,0,0,0,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.15,438.4,1,54.8,0,0.47304866,Medium
2332-EFBJY,0,0,1,0,31,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,0,Electronic check,93.8,3019.5,1,97.4,3,0.721965,High
9474-PHLYD,0,0,0,0,32,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,96.2,3183.4,1,99.48,3,0.74097013,High
2165-VOEGB,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.6,79.6,1,79.6,1,0.929685,High
2219-MVUSO,0,0,0,0,20,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.25,1734.5,1,86.72,1,0.772781,High
8914-RBTSB,0,0,0,0,26,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,80.5,2088.8,1,80.34,1,0.66844845,High
0963-ZBDRN,0,1,0,0,5,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.8,502.6,1,100.52,2,0.9041852,High
7594-RQHXR,0,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,50.75,50.75,1,50.75,1,0.8445221,High
6331-EWIEB,1,0,1,0,14,1,0,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Credit card (automatic),89.65,1208.35,1,86.31,3,0.72472626,High
5998-VVEJY,0,0,0,0,36,1,0,DSL,0,1,0,1,0,1,One year,1,Mailed check,65.4,2498.4,1,69.4,3,0.20554438,Low
1624-NALOJ,1,0,0,1,9,1,0,DSL,0,0,1,1,1,1,Month-to-month,1,Mailed check,72.9,651.4,1,72.38,4,0.34790462,Medium
4317-VTEOA,0,0,0,0,5,0,0,DSL,1,0,1,1,0,0,Month-to-month,0,Mailed check,40.0,223.45,1,44.69,3,0.4734021,Medium
1670-SVOWZ,0,1,0,0,9,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.45,919.4,1,102.16,3,0.9005586,High
7541-YLXCL,1,0,0,0,2,1,0,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Electronic check,86.25,181.65,1,90.82,3,0.7780833,High
0260-ZDLGK,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.65,45.65,1,45.65,0,0.86839527,High
8722-NGNBH,0,0,0,0,8,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.1,551.35,1,68.92,0,0.72998816,High
6210-KBBPI,1,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.2,115.95,1,57.98,0,0.86884725,High
0133-BMFZO,1,0,0,0,3,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,55.35,165.2,1,55.07,2,0.59493667,Medium
6128-CZOMY,0,1,1,0,51,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.2,4146.05,1,81.3,2,0.6969459,High
9540-JYROE,0,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.85,81.0,1,40.5,0,0.68886864,High
2260-USTRB,0,0,0,0,39,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.25,3017.65,1,77.38,0,0.65785354,High
3656-TKRVZ,1,0,0,0,12,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),100.15,1164.3,1,97.02,3,0.8828034,High
8623-TMRBY,0,1,1,0,26,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,105.75,2710.25,1,104.24,4,0.8054064,High
1501-SGHBW,1,1,1,0,18,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,48.35,810.7,1,45.04,3,0.7851791,High
3208-YPIOE,1,0,1,1,2,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.4,36.55,1,18.27,0,0.54760575,Medium
2612-RANWT,1,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.95,85.5,1,21.38,0,0.3201806,Medium
6900-PXRMS,1,1,1,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.55,49.55,1,49.55,1,0.85218835,High
3346-BRMIS,0,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,178.5,1,19.83,0,0.21688291,Low
2933-FILNV,1,1,1,0,2,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),50.15,115.1,1,57.55,1,0.7222912,High
9986-BONCE,0,1,1,0,29,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,95.9,2745.2,1,94.66,3,0.8030121,High
2722-JMONI,1,1,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.25,25.25,1,25.25,0,0.84335154,High
4083-EUGRJ,1,0,0,0,9,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.15,416.45,1,46.27,0,0.53109574,Medium
7579-OOPEC,1,0,1,0,50,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),84.4,4116.15,1,82.32,1,0.6223431,High
1771-OADNZ,1,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.1,75.1,1,75.1,0,0.93352115,High
0612-RTZZA,1,0,1,0,54,1,1,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),70.15,3715.65,1,68.81,2,0.31667402,Medium
6410-LEFEN,0,0,0,0,42,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.75,4273.45,1,101.75,3,0.8119555,High
3194-ORPIK,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.8,45.8,1,45.8,0,0.80663604,High
8816-VXNZD,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.1,20.1,1,20.1,0,0.6804019,High
9378-FXTIZ,0,0,1,0,9,0,0,DSL,0,0,0,1,1,0,Month-to-month,0,Mailed check,40.65,328.95,1,36.55,2,0.5732272,Medium
1723-HKXJQ,0,1,1,0,46,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.0,4680.05,1,101.74,3,0.85197604,High
7825-GKXMW,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.1,69.1,1,69.1,0,0.9221682,High
1240-KNSEZ,1,0,0,0,13,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.0,999.45,1,76.88,0,0.76787484,High
0836-SEYLU,0,0,1,0,19,1,0,Fiber optic,0,1,0,1,1,1,One year,0,Bank transfer (automatic),100.0,1888.65,1,99.4,4,0.48460934,Medium
4433-JCGCG,1,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.15,71.15,1,71.15,0,0.9273039,High
3716-BDVDB,1,0,0,0,24,0,0,DSL,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),54.15,1240.25,1,51.68,4,0.5036152,Medium
5899-MQZZL,1,0,1,0,67,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),108.75,7156.2,1,106.81,5,0.38104326,Medium
6849-OYAMU,1,0,1,0,6,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,49.15,270.8,1,45.13,1,0.67420375,High
9488-HGMJH,0,0,0,1,20,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.4,374.5,1,18.73,0,0.17216057,Low
6038-GCYEC,1,1,0,0,20,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,79.15,1520.9,1,76.04,1,0.72148305,High
1150-WFARN,0,1,1,0,46,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.4,3605.2,1,78.37,1,0.7124385,High
3144-AUDBS,1,0,1,0,11,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,102.0,1145.35,1,104.12,3,0.927452,High
5616-PRTNT,1,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.65,38.7,1,19.35,0,0.42590708,Medium
4818-QIUFN,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.8,70.8,1,70.8,0,0.89567363,High
6961-VCPMC,0,0,0,0,16,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),89.05,1448.6,1,90.54,2,0.72924465,High
6688-UZPWD,1,0,0,0,3,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.6,291.9,1,97.3,2,0.9322686,High
2839-RFSQE,1,0,1,0,57,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),104.5,5921.35,1,103.88,4,0.7075043,High
0968-GSIKN,1,0,0,0,5,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,50.6,249.95,1,49.99,0,0.6471491,High
1965-DDBWU,0,0,0,1,4,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,49.35,219.65,1,54.91,1,0.48355478,Medium
9057-SIHCH,0,0,0,0,7,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.25,669.0,1,95.57,3,0.87481356,High
6771-XWBDM,1,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,68.95,68.95,1,68.95,0,0.92864835,High
8601-QACRS,0,1,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.85,196.75,1,98.38,2,0.9393333,High
2391-SOORI,0,0,0,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.05,318.9,1,79.72,0,0.87792283,High
2645-QTLMB,0,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.45,24.45,1,24.45,0,0.8175243,High
4806-HIPDW,0,0,0,0,7,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),89.35,631.85,1,90.26,2,0.84997165,High
4424-TKOPW,0,0,1,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.35,307.4,1,76.85,1,0.887478,High
8443-ZRDBZ,1,1,0,0,1,1,0,DSL,1,0,1,0,0,0,Month-to-month,1,Electronic check,55.8,55.8,1,55.8,2,0.8239461,High
9136-ALYBR,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.05,79.05,1,79.05,1,0.9320085,High
7479-NITWS,0,0,1,0,1,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,95.0,95.0,1,95.0,3,0.92599297,High
2959-MJHIC,1,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.2,25.2,1,25.2,0,0.7709589,High
4201-JMNGR,0,1,0,0,41,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.4,4187.75,1,102.14,3,0.8267387,High
5960-WPXQM,0,1,1,0,66,1,1,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),79.4,5154.6,1,78.1,5,0.063942485,Low
0684-AOSIH,0,1,0,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.4,3496.3,1,99.89,3,0.7912688,High
8260-NGFNY,0,1,1,0,10,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.8,914.3,1,91.43,2,0.89708847,High
1866-RZZQS,0,0,1,0,54,1,0,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),109.75,6110.2,1,113.15,6,0.37756896,Medium
8631-NBHFZ,0,0,0,0,2,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.3,28.3,1,14.15,0,0.1759673,Low
4958-XCBDQ,1,1,0,0,26,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.25,2351.8,1,90.45,2,0.7774386,High
8337-UPOAQ,1,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,49.1,679.55,1,45.3,0,0.6566706,High
1725-IQNIY,1,0,0,0,31,1,1,DSL,1,0,1,1,0,0,Month-to-month,0,Credit card (automatic),65.25,1994.3,1,64.33,3,0.21338858,Low
6598-RFFVI,1,1,0,0,18,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,85.45,1505.85,1,83.66,2,0.71702313,High
6712-OAWRH,0,0,1,0,61,1,1,Fiber optic,0,1,0,1,1,0,Two year,1,Electronic check,94.1,5638.3,1,92.43,3,0.20237467,Low
8614-VGMMV,0,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.65,71.65,1,71.65,0,0.9251254,High
2930-UOTMB,0,0,1,0,24,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.65,2542.45,1,105.94,4,0.88291806,High
5914-DVBWJ,1,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.25,210.3,1,70.1,0,0.8896308,High
2533-QVMSK,1,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.2,74.2,1,74.2,0,0.93862784,High
8644-XLFBW,0,1,1,0,43,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.0,4388.4,1,102.06,3,0.85130095,High
8625-AZYZY,0,0,1,0,4,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,420.2,1,105.05,3,0.9447765,High
9306-CPCBC,0,1,1,0,25,1,1,Fiber optic,1,0,0,0,0,1,One year,1,Electronic check,89.05,2177.45,1,87.1,2,0.56858796,Medium
1833-VGRUM,1,0,1,0,57,1,0,DSL,1,0,0,0,1,1,One year,1,Bank transfer (automatic),70.1,3913.3,1,68.65,3,0.24530567,Low
8374-XGEJJ,1,0,0,0,4,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,105.65,443.9,1,110.98,5,0.80970997,High
2656-TABEH,0,1,1,0,36,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,96.5,3436.1,1,95.45,3,0.8105172,High
6946-LMSQS,0,1,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.85,70.85,1,70.85,0,0.8801111,High
2325-ZUSFD,1,0,0,0,35,1,1,DSL,1,0,1,1,1,1,One year,1,Credit card (automatic),85.95,3110.1,1,88.86,5,0.23178165,Low
3932-CMDTD,0,0,0,0,4,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,73.9,280.85,1,70.21,1,0.866084,High
4039-HEUNW,1,0,1,0,58,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),109.45,6144.55,1,105.94,5,0.44502655,Medium
0812-WUPTB,1,0,0,0,30,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,2983.8,1,99.46,3,0.8136612,High
3594-UVONA,1,0,1,0,21,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.05,1565.7,1,74.56,1,0.62863725,High
0004-TLHLJ,0,0,0,0,3,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.55,298.35,1,99.45,3,0.91278267,High
5089-IFSDP,0,1,1,0,41,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,111.95,4534.9,1,110.61,5,0.7016409,High
4817-VYYWS,1,0,1,0,21,0,0,DSL,1,0,1,0,1,1,One year,1,Electronic check,55.95,1157.05,1,55.1,4,0.4795698,Medium
1396-QWFBJ,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.75,45.75,1,45.75,0,0.80946743,High
5299-SJCZT,0,0,0,0,11,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,74.95,815.5,1,74.14,1,0.71552974,High
2403-BCASL,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Credit card (automatic),80.15,80.15,1,80.15,1,0.86160004,High
2898-LSJGD,1,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,109.25,8109.8,1,112.64,5,0.45676252,Medium
7359-PTSXY,1,0,0,0,3,0,0,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),35.2,108.95,1,36.32,1,0.7511421,High
4503-BDXBD,1,0,1,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,78.8,78.8,1,78.8,1,0.9179265,High
6086-ESGRL,1,0,0,0,47,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.4,5127.95,1,109.11,4,0.8049996,High
3886-CERTZ,0,0,0,0,18,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,49.4,874.8,1,48.6,1,0.41671607,Medium
5759-RCVCB,0,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.1,69.1,1,69.1,0,0.8954238,High
6372-RFVNS,0,0,1,0,20,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.2,1776.55,1,88.83,2,0.7968308,High
8938-UMKPI,1,0,0,0,6,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),93.55,536.4,1,89.4,2,0.8678567,High
0991-BRRFB,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Mailed check,80.85,80.85,1,80.85,1,0.8990249,High
3871-IKPYH,1,0,1,0,48,1,1,Fiber optic,0,0,0,0,0,1,One year,1,Mailed check,82.05,4029.95,1,83.96,1,0.42153212,Medium
6319-IEJWJ,0,0,1,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.55,51.15,1,17.05,0,0.31944513,Medium
9025-AOMKI,1,1,0,0,2,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,78.55,149.55,1,74.78,1,0.9183786,High
5275-SQEIZ,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,78.65,78.65,1,78.65,1,0.89419776,High
7716-YTYHG,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,42.9,42.9,1,42.9,0,0.86163175,High
4390-KYULV,1,0,0,0,3,0,0,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,34.25,139.35,1,46.45,2,0.57552373,Medium
